operacao,ocupacao
54907,0
54908,0
54909,0
54910,0
54911,0
54912,0
54913,0
54914,0
54915,0
54916,0
54917,0
54918,0
54919,0
54920,0
54921,1
54922,1
54923,0
54924,0
54925,0
54926,0
54927,1
54928,1
54929,0
54930,0
54931,0
54932,0
54933,0
54934,0
54935,0
54936,0
54937,0
54938,0
54939,1
54940,1
54941,0
54942,0
54943,0
54944,0
54945,0
54946,0
54947,0
54948,0
54949,0
54950,0
54951,0
54952,0
54953,0
54954,0
54955,0
54956,0
54957,0
54958,0
54959,1
54960,1
54961,0
54962,0
54963,0
54964,0
54965,0
54966,0
54967,0
54968,0
54969,0
54970,0
54971,0
54972,0
54973,0
54974,0
54975,1
54976,1
54977,0
54978,0
54979,0
54980,0
54981,0
54982,0
54983,0
54984,0
54985,0
54986,0
54987,0
54988,0
54989,0
54990,0
54991,0
54992,0
54993,1
54994,1
54995,0
54996,0
54997,0
54998,0
54999,0
55000,0
55001,0
55002,0
55003,0
55004,0
55005,1
55006,1
55007,0
55008,0
55009,0
55010,0
55011,0
55012,0
55013,0
55014,0
55015,0
55016,0
55017,0
55018,0
55019,0
55020,0
55021,0
55022,0
55023,0
55024,0
55025,0
55026,0
55027,0
55028,0
55029,1
55030,1
55031,0
55032,0
55033,1
55034,1
55035,0
55036,0
55037,0
55038,0
55039,0
55040,0
55041,0
55042,0
55043,0
55044,0
55045,1
55046,2
55047,3
55048,4
55049,5
55050,6
55051,7
55052,8
55053,9
55054,9
55055,8
55056,7
55057,6
55058,5
55059,4
55060,3
55061,2
55062,1
55063,0
55064,0
55065,0
55066,0
55067,0
55068,0
55069,0
55070,0
55071,1
55072,1
55073,0
55074,0
55075,0
55076,0
55077,0
55078,0
55079,1
55080,1
55081,0
55082,0
55083,0
55084,0
55085,0
55086,0
55087,0
55088,0
55089,1
55090,1
55091,1
55092,1
55093,0
55094,0
55095,0
55096,0
55097,0
55098,0
55099,0
55100,0
55101,0
55102,0
55103,1
55104,1
55105,0
55106,0
55107,0
55108,0
55109,0
55110,0
55111,0
55112,0
55113,0
55114,0
55115,0
55116,0
55117,0
55118,0
55119,0
55120,0
55121,0
55122,0
55123,0
55124,0
55125,0
55126,0
55127,0
55128,0
55129,0
55130,0
55131,0
55132,0
55133,0
55134,0
55135,0
55136,0
55137,0
55138,0
55139,0
55140,0
55141,0
55142,0
55143,0
55144,0
55145,0
55146,0
55147,0
55148,0
55149,0
55150,0
55151,0
55152,0
55153,0
55154,0
55155,0
55156,0
55157,0
55158,0
55159,0
55160,0
55161,0
55162,0
55163,0
55164,0
55165,0
55166,0
55167,0
55168,0
55169,0
55170,0
55171,0
55172,0
55173,0
55174,0
55175,0
55176,0
55177,0
55178,0
55179,0
55180,0
55181,0
55182,0
55183,0
55184,0
55185,0
55186,0
55187,0
55188,0
55189,0
55190,0
55191,0
55192,0
55193,1
55194,1
55195,1
55196,2
55197,3
55198,4
55199,5
55200,6
55201,7
55202,8
55203,8
55204,9
55205,8
55206,7
55207,6
55208,5
55209,4
55210,2
55211,1
55212,1
55213,1
55214,2
55215,2
55216,1
55217,1
55218,2
55219,2
55220,3
55221,4
55222,5
55223,6
55224,7
55225,8
55226,8
55227,7
55228,6
55229,5
55230,5
55231,6
55232,7
55233,8
55234,8
55235,8
55236,7
55237,6
55238,5
55239,4
55240,3
55241,2
55242,1
55243,0
55244,0
55245,0
55246,0
55247,0
55248,0
55249,0
55250,0
55251,0
55252,0
55253,0
55254,0
55255,0
55256,0
55257,0
55258,0
55259,0
55260,0
55261,0
55262,0
55263,0
55264,0
55265,0
55266,0
55267,0
55268,0
55269,0
55270,0
55271,0
55272,0
55273,0
55274,0
55275,0
55276,0
55277,0
55278,0
55279,0
55280,0
55281,0
55282,0
55283,1
55284,1
55285,0
55286,0
55287,0
55288,0
55289,0
55290,0
55291,0
55292,0
55293,0
55294,0
55295,1
55296,1
55297,0
55298,0
55299,0
55300,0
55301,0
55302,0
55303,0
55304,0
55305,0
55306,0
55307,1
55308,1
55309,0
55310,0
55311,0
55312,0
55313,0
55314,0
55315,0
55316,0
55317,0
55318,0
55319,1
55320,1
55321,0
55322,0
55323,0
55324,0
55325,0
55326,0
55327,0
55328,0
55329,0
55330,0
55331,0
55332,0
55333,1
55334,1
55335,0
55336,0
55337,0
55338,0
55339,0
55340,0
55341,0
55342,0
55343,0
55344,0
55345,0
55346,0
55347,0
55348,0
55349,0
55350,0
55351,0
55352,0
55353,0
55354,0
55355,1
55356,1
55357,0
55358,0
55359,0
55360,0
55361,0
55362,0
55363,0
55364,0
55365,0
55366,0
55367,0
55368,0
55369,0
55370,0
55371,0
55372,0
55373,0
55374,0
55375,0
55376,0
55377,0
55378,0
55379,0
55380,0
55381,0
55382,0
55383,0
55384,0
55385,0
55386,0
55387,0
55388,0
55389,0
55390,0
55391,0
55392,0
55393,0
55394,0
55395,0
55396,0
55397,0
55398,0
55399,0
55400,0
55401,0
55402,0
55403,0
55404,0
55405,0
55406,0
55407,0
55408,0
55409,0
55410,0
55411,0
55412,0
55413,0
55414,0
55415,1
55416,1
55417,0
55418,0
55419,0
55420,0
55421,0
55422,0
55423,0
55424,0
55425,0
55426,0
55427,1
55428,1
55429,0
55430,0
55431,0
55432,0
55433,0
55434,0
55435,0
55436,0
55437,1
55438,1
55439,0
55440,0
55441,0
55442,0
55443,0
55444,0
55445,0
55446,0
55447,0
55448,0
55449,0
55450,0
55451,0
55452,0
55453,0
55454,0
55455,0
55456,0
55457,0
55458,0
55459,0
55460,1
55461,0
55462,0
55463,0
55464,0
55465,1
55466,1
55467,0
55468,0
55469,0
55470,0
55471,0
55472,0
55473,0
55474,0
55475,0
55476,0
55477,0
55478,0
55479,0
55480,0
55481,0
55482,0
55483,0
55484,0
55485,0
55486,0
55487,0
55488,0
55489,0
55490,0
55491,0
55492,0
55493,0
55494,0
55495,0
55496,0
55497,0
55498,0
55499,0
55500,0
55501,0
55502,0
55503,1
55504,1
55505,0
55506,0
55507,0
55508,0
55509,0
55510,0
55511,0
55512,0
55513,0
55514,0
55515,1
55516,1
55517,0
55518,0
55519,0
55520,0
55521,0
55522,0
55523,0
55524,0
55525,0
55526,0
55527,0
55528,0
55529,0
55530,0
55531,0
55532,0
55533,0
55534,0
55535,0
55536,0
55537,1
55538,2
55539,3
55540,4
55541,5
55542,6
55543,7
55544,7
55545,8
55546,8
55547,9
55548,9
55549,8
55550,7
55551,6
55552,5
55553,3
55554,3
55555,2
55556,1
55557,1
55558,2
55559,3
55560,4
55561,5
55562,6
55563,7
55564,8
55565,9
55566,9
55567,8
55568,7
55569,6
55570,5
55571,4
55572,3
55573,2
55574,1
55575,0
55576,0
55577,1
55578,1
55579,1
55580,1
55581,0
55582,0
55583,1
55584,1
55585,0
55586,0
55587,0
55588,0
55589,0
55590,0
55591,0
55592,0
55593,0
55594,0
55595,0
55596,0
55597,0
55598,0
55599,1
55600,1
55601,0
55602,0
55603,0
55604,0
55605,0
55606,0
55607,0
55608,0
55609,0
55610,0
55611,0
55612,1
55613,0
55614,0
55615,0
55616,0
55617,0
55618,0
55619,0
55620,0
55621,0
55622,0
55623,1
55624,1
55625,0
55626,0
55627,0
55628,0
55629,0
55630,0
55631,1
55632,1
55633,0
55634,0
55635,0
55636,0
55637,0
55638,0
55639,0
55640,0
55641,1
55642,2
55643,3
55644,4
55645,5
55646,6
55647,7
55648,8
55649,9
55650,9
55651,7
55652,7
55653,6
55654,5
55655,4
55656,3
55657,2
55658,1
55659,0
55660,0
55661,0
55662,0
55663,0
55664,0
55665,0
55666,0
55667,0
55668,0
55669,0
55670,0
55671,0
55672,0
55673,0
55674,0
55675,0
55676,0
55677,0
55678,0
55679,0
55680,0
55681,0
55682,0
55683,0
55684,0
55685,0
55686,0
55687,0
55688,0
55689,0
55690,0
55691,0
55692,0
55693,1
55694,1
55695,0
55696,0
55697,0
55698,0
55699,0
55700,0
55701,0
55702,0
55703,0
55704,0
55705,0
55706,0
55707,0
55708,0
55709,0
55710,0
55711,0
55712,0
55713,0
55714,0
55715,1
55716,1
55717,0
55718,0
55719,0
55720,0
55721,0
55722,0
55723,0
55724,0
55725,1
55726,1
55727,0
55728,0
55729,0
55730,0
55731,0
55732,0
55733,0
55734,0
55735,0
55736,0
55737,0
55738,0
55739,0
55740,0
55741,0
55742,0
55743,0
55744,0
55745,0
55746,0
55747,1
55748,1
55749,0
55750,0
55751,0
55752,0
55753,0
55754,0
55755,0
55756,0
55757,0
55758,0
55759,0
55760,0
55761,0
55762,0
55763,1
55764,1
55765,0
55766,0
55767,0
55768,0
55769,0
55770,0
55771,0
55772,0
55773,0
55774,0
55775,0
55776,0
55777,0
55778,0
55779,0
55780,0
55781,0
55782,0
55783,0
55784,0
55785,1
55786,1
55787,0
55788,0
55789,0
55790,0
55791,0
55792,0
55793,0
55794,0
55795,1
55796,2
55797,2
55798,2
55799,2
55800,3
55801,2
55802,2
55803,3
55804,4
55805,5
55806,6
55807,7
55808,8
55809,9
55810,9
55811,8
55812,7
55813,6
55814,5
55815,4
55816,3
55817,2
55818,2
55819,3
55820,4
55821,5
55822,6
55823,7
55824,8
55825,9
55826,9
55827,8
55828,7
55829,6
55830,5
55831,4
55832,3
55833,2
55834,1
55835,0
55836,0
55837,0
55838,0
55839,0
55840,0
55841,0
55842,0
55843,0
55844,0
55845,0
55846,0
55847,1
55848,1
55849,0
55850,0
55851,0
55852,0
55853,0
55854,0
55855,0
55856,0
55857,0
55858,0
55859,0
55860,0
55861,0
55862,0
55863,1
55864,2
55865,2
55866,1
55867,0
55868,0
55869,0
55870,0
55871,1
55872,2
55873,3
55874,4
55875,5
55876,5
55877,5
55878,5
55879,5
55880,5
55881,5
55882,5
55883,5
55884,5
55885,6
55886,4
55887,4
55888,5
55889,6
55890,7
55891,7
55892,7
55893,6
55894,7
55895,8
55896,8
55897,8
55898,8
55899,9
55900,9
55901,8
55902,7
55903,7
55904,8
55905,8
55906,8
55907,8
55908,7
55909,6
55910,7
55911,6
55912,6
55913,7
55914,7
55915,5
55916,5
55917,4
55918,5
55919,6
55920,7
55921,8
55922,8
55923,9
55924,9
55925,8
55926,7
55927,6
55928,6
55929,6
55930,5
55931,6
55932,6
55933,6
55934,7
55935,7
55936,8
55937,9
55938,9
55939,9
55940,9
55941,8
55942,7
55943,6
55944,5
55945,4
55946,3
55947,3
55948,4
55949,5
55950,6
55951,7
55952,8
55953,9
55954,9
55955,8
55956,7
55957,6
55958,5
55959,4
55960,3
55961,2
55962,1
55963,0
55964,0
55965,0
55966,0
55967,1
55968,2
55969,3
55970,4
55971,5
55972,6
55973,7
55974,8
55975,9
55976,9
55977,8
55978,7
55979,7
55980,8
55981,9
55982,9
55983,8
55984,7
55985,6
55986,5
55987,4
55988,3
55989,2
55990,1
55991,0
55992,0
55993,0
55994,0
55995,1
55996,1
55997,0
55998,0
55999,0
56000,0
56001,0
56002,0
56003,0
56004,0
56005,0
56006,0
56007,0
56008,0
56009,0
56010,0
56011,0
56012,0
56013,1
56014,1
56015,0
56016,0
56017,0
56018,0
56019,0
56020,0
56021,0
56022,0
56023,0
56024,0
56025,0
56026,0
56027,0
56028,0
56029,0
56030,0
56031,0
56032,0
56033,0
56034,0
56035,0
56036,0
56037,0
56038,0
56039,0
56040,0
56041,0
56042,0
56043,0
56044,0
56045,0
56046,0
56047,0
56048,0
56049,0
56050,0
56051,0
56052,0
56053,0
56054,0
56055,0
56056,0
56057,0
56058,0
56059,0
56060,0
56061,0
56062,0
56063,0
56064,0
56065,0
56066,0
56067,0
56068,0
56069,0
56070,0
56071,0
56072,0
56073,0
56074,0
56075,0
56076,0
56077,0
56078,0
56079,0
56080,0
56081,0
56082,0
56083,0
56084,0
56085,0
56086,0
56087,0
56088,0
56089,0
56090,0
56091,0
56092,0
56093,0
56094,0
56095,0
56096,0
56097,0
56098,0
56099,0
56100,0
56101,0
56102,0
56103,0
56104,0
56105,0
56106,0
56107,0
56108,0
56109,0
56110,0
56111,0
56112,0
56113,0
56114,0
56115,0
56116,0
56117,0
56118,0
56119,0
56120,0
56121,0
56122,0
56123,0
56124,0
56125,0
56126,0
56127,0
56128,0
56129,0
56130,0
56131,0
56132,0
56133,0
56134,0
56135,0
56136,0
56137,0
56138,0
56139,0
56140,0
56141,0
56142,0
56143,0
56144,0
56145,0
56146,0
56147,0
56148,0
56149,0
56150,0
56151,0
56152,0
56153,0
56154,0
56155,0
56156,0
56157,0
56158,0
56159,0
56160,0
56161,0
56162,0
56163,0
56164,0
56165,1
56166,1
56167,0
56168,0
56169,1
56170,1
56171,0
56172,0
56173,1
56174,1
56175,0
56176,0
56177,0
56178,0
56179,0
56180,0
56181,0
56182,0
56183,0
56184,0
56185,0
56186,0
56187,0
56188,0
56189,0
56190,0
56191,0
56192,0
56193,0
56194,0
56195,0
56196,0
56197,0
56198,0
56199,0
56200,0
56201,0
56202,0
56203,0
56204,0
56205,0
56206,0
56207,0
56208,0
56209,0
56210,0
56211,0
56212,0
56213,0
56214,0
56215,0
56216,0
56217,0
56218,0
56219,0
56220,0
56221,0
56222,0
56223,0
56224,0
56225,0
56226,0
56227,1
56228,1
56229,0
56230,0
56231,0
56232,0
56233,0
56234,0
56235,0
56236,0
56237,0
56238,0
56239,0
56240,0
56241,0
56242,0
56243,1
56244,2
56245,3
56246,4
56247,5
56248,6
56249,7
56250,8
56251,9
56252,9
56253,8
56254,7
56255,6
56256,6
56257,7
56258,8
56259,9
56260,9
56261,9
56262,9
56263,8
56264,7
56265,6
56266,5
56267,4
56268,3
56269,2
56270,1
56271,0
56272,0
56273,1
56274,1
56275,0
56276,0
56277,0
56278,0
56279,0
56280,0
56281,0
56282,0
56283,0
56284,0
56285,1
56286,1
56287,0
56288,0
56289,0
56290,0
56291,0
56292,0
56293,0
56294,0
56295,0
56296,0
56297,0
56298,0
56299,0
56300,0
56301,0
56302,0
56303,0
56304,0
56305,0
56306,0
56307,0
56308,0
56309,0
56310,0
56311,0
56312,0
56313,0
56314,0
56315,0
56316,0
56317,0
56318,0
56319,0
56320,0
56321,0
56322,0
56323,0
56324,0
56325,0
56326,0
56327,0
56328,0
56329,0
56330,0
56331,0
56332,0
56333,0
56334,0
56335,0
56336,0
56337,0
56338,0
56339,0
56340,0
56341,0
56342,0
56343,0
56344,0
56345,0
56346,0
56347,0
56348,0
56349,0
56350,0
56351,0
56352,0
56353,0
56354,0
56355,0
56356,0
56357,0
56358,0
56359,0
56360,0
56361,0
56362,0
56363,0
56364,0
56365,0
56366,0
56367,0
56368,0
56369,0
56370,0
56371,0
56372,0
56373,1
56374,1
56375,0
56376,0
56377,1
56378,1
56379,0
56380,0
56381,1
56382,1
56383,0
56384,0
56385,0
56386,0
56387,0
56388,0
56389,0
56390,0
56391,1
56392,1
56393,0
56394,0
56395,0
56396,0
56397,1
56398,2
56399,3
56400,4
56401,5
56402,6
56403,7
56404,8
56405,9
56406,9
56407,8
56408,7
56409,6
56410,5
56411,3
56412,2
56413,1
56414,0
56415,0
56416,0
56417,1
56418,2
56419,2
56420,1
56421,0
56422,0
56423,0
56424,0
56425,0
56426,0
56427,0
56428,0
56429,0
56430,0
56431,0
56432,0
56433,0
56434,0
56435,0
56436,0
56437,0
56438,0
56439,0
56440,0
56441,1
56442,1
56443,0
56444,0
56445,0
56446,0
56447,0
56448,0
56449,0
56450,0
56451,1
56452,1
56453,0
56454,0
56455,0
56456,0
56457,1
56458,1
56459,0
56460,0
56461,1
56462,1
56463,0
56464,0
56465,0
56466,0
56467,0
56468,0
56469,0
56470,0
56471,0
56472,0
56473,0
56474,0
56475,0
56476,0
56477,0
56478,0
56479,1
56480,2
56481,2
56482,1
56483,0
56484,0
56485,0
56486,0
56487,0
56488,0
56489,0
56490,0
56491,0
56492,0
56493,0
56494,0
56495,0
56496,0
56497,0
56498,0
56499,0
56500,0
56501,1
56502,1
56503,0
56504,0
56505,1
56506,1
56507,1
56508,2
56509,3
56510,3
56511,4
56512,5
56513,5
56514,5
56515,5
56516,5
56517,6
56518,6
56519,7
56520,7
56521,7
56522,8
56523,8
56524,8
56525,8
56526,9
56527,9
56528,9
56529,8
56530,7
56531,6
56532,5
56533,3
56534,3
56535,2
56536,0
56537,0
56538,0
56539,1
56540,2
56541,3
56542,4
56543,5
56544,6
56545,7
56546,8
56547,9
56548,9
56549,8
56550,7
56551,5
56552,5
56553,4
56554,3
56555,2
56556,1
56557,0
56558,0
56559,0
56560,0
56561,0
56562,0
56563,0
56564,0
56565,0
56566,0
56567,0
56568,0
56569,0
56570,0
56571,0
56572,0
56573,0
56574,0
56575,0
56576,0
56577,0
56578,0
56579,0
56580,0
56581,0
56582,0
56583,0
56584,0
56585,0
56586,0
56587,0
56588,0
56589,0
56590,0
56591,0
56592,0
56593,0
56594,0
56595,0
56596,0
56597,0
56598,0
56599,0
56600,0
56601,0
56602,0
56603,0
56604,0
56605,0
56606,0
56607,0
56608,0
56609,0
56610,0
56611,0
56612,0
56613,0
56614,0
56615,0
56616,0
56617,0
56618,0
56619,0
56620,0
56621,0
56622,0
56623,1
56624,1
56625,0
56626,0
56627,0
56628,0
56629,0
56630,0
56631,0
56632,0
56633,0
56634,0
56635,0
56636,0
56637,0
56638,0
56639,0
56640,0
56641,1
56642,1
56643,0
56644,0
56645,0
56646,0
56647,0
56648,0
56649,0
56650,0
56651,0
56652,0
56653,0
56654,0
56655,0
56656,0
56657,0
56658,0
56659,1
56660,1
56661,0
56662,0
56663,0
56664,0
56665,0
56666,0
56667,1
56668,1
56669,0
56670,0
56671,0
56672,0
56673,0
56674,0
56675,0
56676,0
56677,0
56678,0
56679,0
56680,0
56681,0
56682,0
56683,0
56684,0
56685,1
56686,1
56687,0
56688,0
56689,1
56690,1
56691,1
56692,2
56693,3
56694,4
56695,5
56696,6
56697,7
56698,8
56699,9
56700,9
56701,8
56702,7
56703,6
56704,5
56705,3
56706,3
56707,2
56708,1
56709,0
56710,0
56711,1
56712,1
56713,0
56714,0
56715,1
56716,1
56717,0
56718,0
56719,0
56720,0
56721,0
56722,0
56723,0
56724,0
56725,1
56726,1
56727,1
56728,1
56729,0
56730,0
56731,0
56732,0
56733,0
56734,0
56735,1
56736,1
56737,0
56738,0
56739,0
56740,0
56741,0
56742,0
56743,0
56744,0
56745,0
56746,0
56747,0
56748,0
56749,1
56750,1
56751,0
56752,0
56753,0
56754,0
56755,0
56756,0
56757,0
56758,0
56759,1
56760,2
56761,2
56762,1
56763,0
56764,0
56765,1
56766,2
56767,3
56768,4
56769,5
56770,6
56771,7
56772,8
56773,9
56774,9
56775,8
56776,7
56777,6
56778,5
56779,4
56780,3
56781,2
56782,1
56783,0
56784,0
56785,0
56786,0
56787,1
56788,1
56789,0
56790,0
56791,0
56792,0
56793,0
56794,0
56795,0
56796,0
56797,1
56798,1
56799,0
56800,0
56801,1
56802,1
56803,0
56804,0
56805,1
56806,2
56807,3
56808,4
56809,5
56810,6
56811,7
56812,8
56813,9
56814,9
56815,8
56816,6
56817,6
56818,5
56819,4
56820,3
56821,2
56822,1
56823,0
56824,0
56825,1
56826,1
56827,1
56828,1
56829,0
56830,0
56831,0
56832,0
56833,0
56834,0
56835,1
56836,1
56837,0
56838,0
56839,0
56840,0
56841,1
56842,2
56843,3
56844,4
56845,4
56846,5
56847,6
56848,7
56849,8
56850,8
56851,9
56852,9
56853,8
56854,8
56855,9
56856,9
56857,8
56858,7
56859,6
56860,5
56861,4
56862,3
56863,2
56864,1
56865,0
56866,0
56867,1
56868,2
56869,2
56870,1
56871,0
56872,0
56873,1
56874,1
56875,0
56876,0
56877,0
56878,0
56879,0
56880,0
56881,0
56882,0
56883,1
56884,1
56885,0
56886,0
56887,0
56888,0
56889,1
56890,1
56891,1
56892,1
56893,0
56894,0
56895,0
56896,0
56897,0
56898,0
56899,0
56900,0
56901,1
56902,1
56903,2
56904,2
56905,2
56906,2
56907,3
56908,2
56909,2
56910,3
56911,3
56912,3
56913,2
56914,3
56915,2
56916,1
56917,0
56918,0
56919,1
56920,2
56921,2
56922,2
56923,3
56924,4
56925,5
56926,6
56927,7
56928,8
56929,9
56930,9
56931,8
56932,7
56933,6
56934,5
56935,4
56936,3
56937,2
56938,0
56939,0
56940,0
56941,0
56942,0
56943,0
56944,0
56945,0
56946,0
56947,1
56948,1
56949,0
56950,0
56951,1
56952,1
56953,0
56954,0
56955,0
56956,0
56957,1
56958,2
56959,3
56960,4
56961,5
56962,6
56963,7
56964,8
56965,9
56966,9
56967,8
56968,7
56969,6
56970,5
56971,4
56972,3
56973,2
56974,1
56975,0
56976,0
56977,0
56978,0
56979,1
56980,2
56981,2
56982,1
56983,0
56984,0
56985,1
56986,2
56987,3
56988,4
56989,5
56990,6
56991,7
56992,8
56993,9
56994,9
56995,8
56996,7
56997,6
56998,5
56999,4
57000,4
57001,5
57002,6
57003,7
57004,8
57005,9
57006,9
57007,8
57008,7
57009,6
57010,5
57011,4
57012,3
57013,2
57014,1
57015,0
57016,0
57017,0
57018,0
57019,0
57020,0
57021,1
57022,2
57023,3
57024,4
57025,5
57026,6
57027,7
57028,8
57029,9
57030,9
57031,8
57032,7
57033,5
57034,5
57035,5
57036,6
57037,7
57038,8
57039,9
57040,9
57041,8
57042,7
57043,6
57044,5
57045,4
57046,3
57047,2
57048,1
57049,0
57050,0
57051,1
57052,1
57053,0
57054,0
57055,0
57056,0
57057,0
57058,0
57059,0
57060,0
57061,0
57062,0
57063,0
57064,0
57065,0
57066,0
57067,0
57068,0
57069,0
57070,0
57071,1
57072,2
57073,2
57074,1
57075,0
57076,0
57077,0
57078,0
57079,0
57080,0
57081,1
57082,2
57083,2
57084,1
57085,0
57086,0
57087,0
57088,0
57089,0
57090,0
57091,1
57092,1
57093,0
57094,0
57095,0
57096,0
57097,0
57098,0
57099,0
57100,0
57101,0
57102,0
57103,0
57104,0
57105,0
57106,0
57107,0
57108,0
57109,0
57110,0
57111,0
57112,0
57113,0
57114,0
57115,0
57116,0
57117,1
57118,1
57119,0
57120,0
57121,1
57122,1
57123,0
57124,0
57125,1
57126,1
57127,0
57128,0
57129,0
57130,0
57131,0
57132,0
57133,0
57134,0
57135,0
57136,0
57137,1
57138,1
57139,0
57140,0
57141,0
57142,0
57143,1
57144,2
57145,3
57146,4
57147,5
57148,6
57149,7
57150,8
57151,9
57152,7
57153,7
57154,7
57155,6
57156,5
57157,4
57158,3
57159,2
57160,1
57161,0
57162,0
57163,1
57164,1
57165,0
57166,0
57167,0
57168,0
57169,1
57170,1
57171,0
57172,0
57173,0
57174,0
57175,0
57176,0
57177,0
57178,0
57179,0
57180,0
57181,0
57182,0
57183,0
57184,0
57185,0
57186,0
57187,0
57188,0
57189,0
57190,0
57191,0
57192,0
57193,1
57194,1
57195,0
57196,0
57197,0
57198,0
57199,0
57200,0
57201,0
57202,0
57203,1
57204,1
57205,0
57206,0
57207,0
57208,0
57209,0
57210,0
57211,0
57212,0
57213,0
57214,0
57215,0
57216,0
57217,0
57218,0
57219,0
57220,0
57221,0
57222,0
57223,0
57224,0
57225,0
57226,0
57227,0
57228,0
57229,0
57230,0
57231,0
57232,0
57233,0
57234,0
57235,0
57236,0
57237,0
57238,0
57239,0
57240,0
57241,0
57242,0
57243,0
57244,0
57245,0
57246,0
57247,0
57248,0
57249,0
57250,0
57251,0
57252,0
57253,0
57254,0
57255,0
57256,0
57257,0
57258,0
57259,0
57260,0
57261,0
57262,0
57263,0
57264,0
57265,0
57266,0
57267,0
57268,0
57269,0
57270,0
57271,0
57272,0
57273,0
57274,0
57275,0
57276,0
57277,0
57278,0
57279,0
57280,0
57281,0
57282,0
57283,0
57284,0
57285,0
57286,0
57287,0
57288,0
57289,0
57290,0
57291,0
57292,0
57293,1
57294,1
57295,2
57296,2
57297,3
57298,4
57299,5
57300,6
57301,7
57302,7
57303,6
57304,6
57305,7
57306,7
57307,6
57308,5
57309,5
57310,5
57311,5
57312,5
57313,6
57314,4
57315,4
57316,3
57317,2
57318,1
57319,0
57320,1
57321,0
57322,0
57323,1
57324,2
57325,3
57326,4
57327,4
57328,4
57329,5
57330,5
57331,5
57332,6
57333,5
57334,5
57335,5
57336,6
57337,6
57338,6
57339,7
57340,6
57341,4
57342,5
57343,5
57344,4
57345,3
57346,2
57347,1
57348,0
57349,1
57350,2
57351,3
57352,4
57353,5
57354,6
57355,7
57356,6
57357,6
57358,6
57359,7
57360,6
57361,5
57362,4
57363,3
57364,2
57365,1
57366,0
57367,0
57368,0
57369,1
57370,2
57371,3
57372,4
57373,5
57374,6
57375,7
57376,8
57377,9
57378,9
57379,8
57380,7
57381,6
57382,5
57383,4
57384,3
57385,3
57386,4
57387,5
57388,6
57389,7
57390,8
57391,9
57392,9
57393,8
57394,7
57395,6
57396,5
57397,4
57398,3
57399,2
57400,1
57401,0
57402,0
57403,0
57404,0
57405,0
57406,0
57407,0
57408,0
57409,1
57410,1
57411,0
57412,0
57413,0
57414,0
57415,0
57416,0
57417,0
57418,0
57419,0
57420,0
57421,0
57422,0
57423,0
57424,0
57425,0
57426,0
57427,0
57428,0
57429,0
57430,0
57431,0
57432,0
57433,0
57434,0
57435,0
57436,0
57437,0
57438,0
57439,0
57440,0
57441,0
57442,0
57443,0
57444,0
57445,0
57446,0
57447,1
57448,2
57449,3
57450,4
57451,5
57452,6
57453,7
57454,7
57455,7
57456,8
57457,9
57458,9
57459,9
57460,9
57461,8
57462,7
57463,6
57464,5
57465,4
57466,3
57467,3
57468,4
57469,5
57470,6
57471,7
57472,7
57473,8
57474,9
57475,8
57476,8
57477,8
57478,7
57479,7
57480,8
57481,9
57482,9
57483,8
57484,7
57485,6
57486,5
57487,5
57488,5
57489,5
57490,5
57491,6
57492,7
57493,8
57494,7
57495,6
57496,5
57497,4
57498,3
57499,2
57500,1
57501,0
57502,0
57503,1
57504,1
57505,0
57506,0
57507,0
57508,0
57509,0
57510,0
57511,0
57512,0
57513,0
57514,0
57515,0
57516,0
57517,0
57518,0
57519,0
57520,0
57521,0
57522,0
57523,0
57524,0
57525,0
57526,0
57527,0
57528,0
57529,0
57530,0
57531,0
57532,0
57533,0
57534,0
57535,0
57536,0
57537,0
57538,0
57539,0
57540,0
57541,0
57542,0
57543,0
57544,0
57545,0
57546,0
57547,0
57548,0
57549,0
57550,0
57551,0
57552,0
57553,0
57554,0
57555,0
57556,0
57557,0
57558,0
57559,0
57560,0
57561,0
57562,0
57563,0
57564,0
57565,0
57566,0
57567,0
57568,0
57569,0
57570,0
57571,0
57572,0
57573,0
57574,0
57575,0
57576,0
57577,0
57578,0
57579,0
57580,0
57581,0
57582,0
57583,0
57584,0
57585,0
57586,0
57587,0
57588,0
57589,0
57590,0
57591,0
57592,0
57593,0
57594,0
57595,0
57596,0
57597,0
57598,0
57599,0
57600,0
57601,0
57602,0
57603,0
57604,0
57605,0
57606,0
57607,0
57608,0
57609,0
57610,0
57611,0
57612,0
57613,0
57614,0
57615,0
57616,0
57617,0
57618,0
57619,0
57620,0
57621,0
57622,0
57623,0
57624,0
57625,0
57626,0
57627,1
57628,1
57629,0
57630,0
57631,0
57632,0
57633,0
57634,0
57635,0
57636,0
57637,0
57638,0
57639,0
57640,0
57641,0
57642,0
57643,0
57644,0
57645,0
57646,0
57647,0
57648,0
57649,0
57650,0
57651,0
57652,0
57653,0
57654,0
57655,0
57656,0
57657,0
57658,0
57659,0
57660,0
57661,0
57662,0
57663,0
57664,0
57665,0
57666,0
57667,0
57668,0
57669,0
57670,0
57671,0
57672,0
57673,0
57674,0
57675,0
57676,0
57677,0
57678,0
57679,0
57680,0
57681,0
57682,0
57683,0
57684,0
57685,0
57686,0
57687,0
57688,0
57689,0
57690,0
57691,0
57692,0
57693,0
57694,0
57695,0
57696,0
57697,0
57698,0
57699,0
57700,0
57701,0
57702,0
57703,0
57704,0
